title,date,push,boo,score,targets,url,body,text_sentiment,push_sentiment,combined_sentiment
[閒聊] 今天不知道買哪支？抽一發試試 純娛樂,Mon Sep  7 08:07:48 2026,69,1,68,2330,https://www.ptt.cc/bbs/Stock/M.1788739670.A.304.html,作者zanfid (自稱哥的肯定不是好東西)看板Stock標題[閒聊] 今天不知道買哪支？抽一發試試 純娛樂時間Mon Sep 7 08:07:48 2026 我做了個「台股抽卡所」： 用真實台股近 30 日漲跌幅決定稀有度 白卡是漲，黑卡是跌 板塊池方向機率會跟當天池內實際漲跌分布走 半導體、AI、航運、金融……十幾個池都能抽 上市普通股一千多檔，單抽、十連都行 這不是選股工具，沒有任何實際用途 抽到什麼都不代表該買、該賣、該 All in SSR 只代表波動大，不是明牌 純情緒價值，盤前盤後無聊玩一下而已 網址： https://twstock-gacha.twstock-gacha.workers.dev 短網址： https://myppt.cc/JkWp2b ----- Sent from PttX on my iPhone -- 「你真不可思議。」她說。 「又勇敢，又有決心，工作的酬勞又這麼低廉，人人都敲你的頭，掐你脖子 揍你下巴，灌你嗎啡，但你依舊不屈不撓，直到他們屈服為止。 你為什麼這麼不可思議？」 --《再見，吾愛》-- -- ※ 發信站: 批踢踢實業坊(ptt.cc,-0.6763,0.0941,-0.3681
[閒聊] 2026/09/07 盤中閒聊,Mon Sep  7 08:30:00 2026,855,163,692,"0050,0056,2330,TSM",https://www.ptt.cc/bbs/Stock/M.1788741003.A.820.html,"作者laptic (嶼天聖林)看板Stock標題[閒聊] 2026/09/07 盤中閒聊時間Mon Sep 7 08:30:00 2026 ==================115/09/07台股資訊重點整理，供股民做投資參考================= 台 股 46551.13 ▲693.47 (+1.51%) 8256.26億 台指09 46704 ▲885 (+1.93%) 49,750口 盤後09 47182 ▲473 (+1.01%) 33,751口 台指期未平倉口數 自營商 -697 (-1,856) 投信 +76174 (+1,785) 外資 -82,389 (-880) 台指選未平倉口數 自營商 +7,176 (+3,536) 投信 -4,223 (-2,290) 外資 -2,838 (+6,556) 日經 225 65020.94 ▲806.46 (+1.26%) 首爾綜指 6687.21 ▲107.73 (+1.64%) 道瓊工業 53414.25 ▼271.86 (-0.51%) 那斯達克 26506.99 ▼ 77.07 (-0.29%) 標普 500 ",0.8232,0.9571,0.8768
[情報] 川普：我炒股是為了美國,Mon Sep  7 08:45:13 2026,519,42,477,TSM,https://www.ptt.cc/bbs/Stock/M.1788741917.A.5C5.html,"作者DogEggz (狗蛋)看板Stock標題[情報] 川普：我炒股是為了美國時間Mon Sep 7 08:45:13 2026 標題：無標題 來源：川普真實社群 網址: https://reurl.cc/Ym3XpO 內文： I do this for our Country, not myself. I’ve made Hundreds of Billions of Doll ars on Stocks, and many other type Holdings, for the U.S.A., not myself, and a ll I do is get criticized by the Radical Left Dumocrats. Very unfair, but what can you do! President DONALD J. TRUMP 我是為了國家做這件事，不是為了我自己！我靠美股和其他美國資產賺了好幾千億美金， 都是為了美國！不是為了我自己！結果我整天被激進左膠民主黨靠北，非常不公平，但人 生就是這樣！ 以下川普最近三個月提到過的明牌，你各位還不一起為了",0.8945,0.6598,0.8006
[心得] 用 AI 做的 台股行情 預測程式,Mon Sep  7 09:07:02 2026,49,7,42,2330,https://www.ptt.cc/bbs/Stock/M.1788743226.A.31E.html,作者giorno78 (天晴)看板Stock標題[心得] 用 AI 做的 台股行情 預測程式時間Mon Sep 7 09:07:02 2026 昨天心血來潮 想說能不能用 AI 做個預測股票未來的程式 後來一發不可收拾 就結果來看還蠻有趣的 分享給有興趣玩的人 使用的是 Google 剛發佈的時間序列模型 TimesFM 3.0 TimesFM_Taiwan_Stock_Tool_v5_4.zip http://u.pc.cd/rCu7 這是一次分析一支股票 TimesFM_Multi_Stock_Workspace_v6_2_4.zip http://u.pc.cd/C7RctalK 這是一次最多可分析4支股票，超過4支的進入佇列，佇列最多 25支 使用方式： 1. 解開壓縮後先執行 install.bat 進行安裝 2. 安裝完會告訴你再執行 run.bat 之後會跳出瀏覽器視窗 你就輸入股票代號 再按分析就好 分析結果要搭配他說的準確率 跟時間序列圖 看你覺得像不像 結果大概像以下的結果 https://i.meee.com.tw/z95T4yn.jpg -- ※ 發信站: 批踢,0.9446,0.0581,0.59
[新聞] 黃仁勳宣告「AGI已經到來」！OpenAI GPT,Mon Sep  7 12:34:23 2026,77,15,62,2330,https://www.ptt.cc/bbs/Stock/M.1788755665.A.1F0.html,作者arsl400 (dark hatter)看板Stock標題[新聞] 黃仁勳宣告「AGI已經到來」！OpenAI GPT時間Mon Sep 7 12:34:23 2026 黃仁勳宣告「AGI已經到來」！OpenAI GPT-6 Astra訓練動用逾10萬套輝達系統 文章標題 請使用 原新聞標題 勿刪減或自創標題，違者4-1處分 原文標題： 請勿刪減或自創標題，違者4-1處分，此行請刪除 原文連結： 網址超過一行，請用縮網址，連結不能點擊者板規 1-2-2 處分。 https://news.cnyes.com/news/id/6598924 發布時間： 請勿張貼超過3天新聞 2026-09-07 10:42 記者署名： 莊閔棻 原文內容： 輝達(NVDA-US) 執行長黃仁勳表示，通用人工智慧（AGI）時代已經到來，並將OpenAI最 新模型GPT-6 Astra的推出，視為人工智慧（AI）系統快速發展的重要里程碑。 根據《Investing.com》報導，黃仁勳週日（6日）在社群平台X發文祝賀OpenAI推出Astra ，並直言：「AGI已經到來。」 OpenAI則將Astra形容,0.8909,0.0858,0.5689
Re: [新聞] 黃仁勳宣告「AGI已經到來」！OpenAI GPT,Mon Sep  7 13:22:45 2026,21,2,19,2330,https://www.ptt.cc/bbs/Stock/M.1788758567.A.34F.html,作者gn02118620 ()看板Stock標題Re: [新聞] 黃仁勳宣告「AGI已經到來」！OpenAI GPT時間Mon Sep 7 13:22:45 2026 ※ 引述《arsl400 (dark hatter)》之銘言： : 黃仁勳宣告「AGI已經到來」！OpenAI GPT-6 Astra訓練動用逾10萬套輝達系統 : 文章標題 請使用 原新聞標題 勿刪減或自創標題，違者4-1處分 : 原文標題： 請勿刪減或自創標題，違者4-1處分，此行請刪除 : 原文連結： 網址超過一行，請用縮網址，連結不能點擊者板規 1-2-2 處分。 : https://news.cnyes.com/news/id/6598924 : 發布時間： 請勿張貼超過3天新聞 : 2026-09-07 10:42 : 記者署名： : 莊閔棻 : 原文內容： : 輝達(NVDA-US) 執行長黃仁勳表示，通用人工智慧（AGI）時代已經到來，並將OpenAI 最 : 新模型GPT-6 Astra的推出，視為人工智慧（AI）系統快速發展的重要里程碑。 : 根據《Investing.com》報導，黃仁勳週日（6日）,0.8789,0.0263,0.5379
[請益] 金融股是不是其實被低估了？,Sat Sep  5 19:32:38 2026,105,6,99,"0050,0056,2330",https://www.ptt.cc/bbs/Stock/M.1788607960.A.BDB.html,"作者im609 ()看板Stock標題[請益] 金融股是不是其實被低估了？時間Sat Sep 5 19:32:38 2026 最近突然在想 金融股是不是一直被大家低估？ 以前都只當高股息存股 但現在 AI 帶動一堆產業 銀行、證券、財管其實也都吃得到紅利 目前比較關注： 中信金、玉山金、元大金、彰銀、凱基金、王道 大膽腦補一下 如果 AI 紅利持續 金融股獲利跟估值一起往上 這一兩年有沒有可能真的出現破千？ -- ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.136.244.86 (臺灣) ※ 文章網址: https://www.ptt.cc/bbs/Stock/M.1788607960.A.BDB.html → onekoni : 最後一棒 09/05 19:33 推 delhuang : 2024開始佈局金融股 終於開花結果 09/05 19:34 推 thetide0512 : 問就是最後一棒 09/05 19:35 推 youtoo : 沒有喔，金融股的基本面跟算法就那樣，成績好eps多 09/05 19:35 → youtoo : 少股價大概會多少，沒有什麼低",0.8498,0.1369,0.5646
[請益] 盤中盯盤 主要是在看什麼,Sat Sep  5 19:58:37 2026,196,23,173,"0050,2330",https://www.ptt.cc/bbs/Stock/M.1788609519.A.6AE.html,"作者eigenvalueqq (馬鈴薯人)看板Stock標題[請益] 盤中盯盤 主要是在看什麼時間Sat Sep 5 19:58:37 2026 如題 全職交易者似乎 都會從開盤前就坐在位置上 直到收盤才結束 近期有自己試著 盤中進行密集的盯盤 但可能我太菜雞 盯盤後 具體觀察到的資訊 大概是 1.發現大盤 快速上漲/下跌 2.自己個股的 快速上漲/下跌 3.盤中 哪些族群開始倒貨/上漲（這塊還不是很會 但觀察到1.2.3.的現象 如果在盤中即時操作，勝率跟期望值 回看之後 未必是好的決策 想請教 ptt 高手們 尤其是全職交易者 具體盤中 你們盯盤 是在盯什麼？ 真的有因為 盤中盯盤這個行為 提升自己在股票中的報酬嗎？ （個人在經歷一段時間的觀察後 發現 很常出現 盤中突然殺 尾盤開始拉 或是盤中拉上去 尾盤倒貨 希望有高手大大們可以分享 感謝 ----- Sent from JPTT on my iPhone -- ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.247.227.127 (臺灣) ※ 文章網址: https://www.ptt.cc/bbs/Stock/",0.7826,0.2393,0.5653
[新聞] 貝森特預測伊朗戰事落幕：油價最低40美,Sat Sep  5 21:35:44 2026,196,23,173,2330,https://www.ptt.cc/bbs/Stock/M.1788615347.A.CDF.html,作者d8917936 (OKAS)看板Stock標題[新聞] 貝森特預測伊朗戰事落幕：油價最低40美時間Sat Sep 5 21:35:44 2026 貝森特預測伊朗戰事落幕：油價最低40美元 美債殖利率跟著降 https://news.cnyes.com/news/id/6598547 鉅亨網編輯林羿君 2026-09-05 20:31 美國財長貝森特表示，一旦伊朗衝突落幕，油價最低可能暴跌至每桶40美元，並使近期攀 抵多年高點的債券殖利率回落。 貝森特在周五播出的Steve Bannon專訪中表示：「我們終將度過這場伊朗衝突，屆時油價 可望回落。」他說：「此後石油市場將嚴重供過於求，隨著大量供給陸續上線，原油價格 可能跌至每桶50美元，甚至40美元。」 貝森特並未說明戰爭可能何時結束，目前也幾乎沒有跡象顯示戰事短期內可望落幕。美國 眾議院軍事委員會一名共和黨議員本周形容，當前軍事情勢已「陷入僵局」。 在美國與伊朗本周稍早相互發動軍事攻擊後，布蘭特原油周五交投於每桶95美元上方，接 近7月以來高點；西德州中級原油則報每桶約91美元。近幾周能源價格上漲，加劇市場對 通膨的疑慮，也推升全,0.9024,0.2393,0.6372
Re: [請益] 盤中盯盤 主要是在看什麼,Sat Sep  5 23:20:23 2026,43,8,35,2330,https://www.ptt.cc/bbs/Stock/M.1788621625.A.05A.html,作者a000000000 (比古A十郎)看板Stock標題Re: [請益] 盤中盯盤 主要是在看什麼時間Sat Sep 5 23:20:23 2026 ※ 引述《eigenvalueqq (馬鈴薯人)》之銘言： : 如題 : 全職交易者似乎 : 都會從開盤前就坐在位置上 直到收盤才結束 : 近期有自己試著 盤中進行密集的盯盤 : 但可能我太菜雞 盯盤後 : 具體觀察到的資訊 大概是 : 1.發現大盤 快速上漲/下跌 : 2.自己個股的 快速上漲/下跌 : 3.盤中 哪些族群開始倒貨/上漲（這塊還不是很會 : 但觀察到1.2.3.的現象 : 如果在盤中即時操作，勝率跟期望值 : 回看之後 未必是好的決策 : 想請教 ptt 高手們 : 尤其是全職交易者 : 具體盤中 你們盯盤 是在盯什麼？ : 真的有因為 盤中盯盤這個行為 提升自己在股票中的報酬嗎？ : （個人在經歷一段時間的觀察後 : 發現 很常出現 : 盤中突然殺 尾盤開始拉 : 或是盤中拉上去 尾盤倒貨 : 希望有高手大大們可以分享 : 感謝 : 99.9%以上的時間4看爽der 反正也就電腦開者 同時幹嘛影響不太大 真正重點是那,0.9754,0.0484,0.6046
Re: [請益] 盤中盯盤 主要是在看什麼,Sat Sep  5 23:46:42 2026,17,0,17,0050,https://www.ptt.cc/bbs/Stock/M.1788623204.A.FA2.html,作者Gringoire (葛林果)看板Stock標題Re: [請益] 盤中盯盤 主要是在看什麼時間Sat Sep 5 23:46:42 2026 ※ 引述《eigenvalueqq (馬鈴薯人)》之銘言： : 如題 : 全職交易者似乎 : 都會從開盤前就坐在位置上 直到收盤才結束 : 近期有自己試著 盤中進行密集的盯盤 : 但可能我太菜雞 盯盤後 : 具體觀察到的資訊 大概是 : 1.發現大盤 快速上漲/下跌 : 2.自己個股的 快速上漲/下跌 : 3.盤中 哪些族群開始倒貨/上漲（這塊還不是很會 : 但觀察到1.2.3.的現象 : 如果在盤中即時操作，勝率跟期望值 : 回看之後 未必是好的決策 : 想請教 ptt 高手們 : 尤其是全職交易者 : 具體盤中 你們盯盤 是在盯什麼？ : 真的有因為 盤中盯盤這個行為 提升自己在股票中的報酬嗎？ : （個人在經歷一段時間的觀察後 : 發現 很常出現 : 盤中突然殺 尾盤開始拉 : 或是盤中拉上去 尾盤倒貨 : 希望有高手大大們可以分享 : 感謝 : ----- : Sent from JPTT on my iPhone 我最近也有在思考這,0.9236,0.0235,0.5636
[新聞] 美國印鈔機2》台塑西進陷泥淖 東進美國逆,Sun Sep  6 00:07:13 2026,15,18,-3,"2330,TSM",https://www.ptt.cc/bbs/Stock/M.1788624436.A.329.html,作者Su22 (裝配匠)看板Stock標題[新聞] 美國印鈔機2》台塑西進陷泥淖 東進美國逆時間Sun Sep 6 00:07:13 2026 原文標題：美國印鈔機2》台塑西進陷泥淖 東進美國逆轉勝 原文連結：https://ec.ltn.com.tw/article/breakingnews/5562764 發布時間：2026/09/05 06:35 記者署名：高嘉和 原文內容： 川普2.0台股中「美國概念股」誰入列？根據上市公司最新半年報，不管是加碼、累積投 資與認列獲利金額，台積電奪下三冠王；較特別的是，近幾年來深陷中國投資泥淖的台塑 ，2025年上半年美國事業還認虧6億元（新台幣），到今年上半年逆轉為認列獲利16.1億 元，成為美概股前10大贏家之一。 台積加碼最多 緯創東進最積極 以今年上半年止轉投資美國子公司期末投資餘額來看，赴美投資前10大上市公司依序為台 積電約7598.9億元、緯穎約946.7億元、大成鋼約291.3億元、國巨*約229.7億元、台塑約 177.4億元、中信金約176.2億元、泰福-KY約170.8億元、緯創約161.8億元、中鼎約158.4 億元及保,0.926,-0.0041,0.554
Re: [新聞] 貝森特預測伊朗戰事落幕：油價最低40美,Sun Sep  6 02:34:23 2026,29,9,20,0050,https://www.ptt.cc/bbs/Stock/M.1788633266.A.451.html,作者gn02118620 ()看板Stock標題Re: [新聞] 貝森特預測伊朗戰事落幕：油價最低40美時間Sun Sep 6 02:34:23 2026 ※ 引述《d8917936 (OKAS)》之銘言： : 貝森特預測伊朗戰事落幕：油價最低40美元 美債殖利率跟著降 : https://news.cnyes.com/news/id/6598547 : 鉅亨網編輯林羿君 : 2026-09-05 20:31 : 美國財長貝森特表示，一旦伊朗衝突落幕，油價最低可能暴跌至每桶40美元，並使近期 攀 : 抵多年高點的債券殖利率回落。 : 貝森特在周五播出的Steve Bannon專訪中表示：「我們終將度過這場伊朗衝突，屆時油 價 : 可望回落。」他說：「此後石油市場將嚴重供過於求，隨著大量供給陸續上線，原油價 格 : 可能跌至每桶50美元，甚至40美元。」 : 貝森特並未說明戰爭可能何時結束，目前也幾乎沒有跡象顯示戰事短期內可望落幕。美 國 : 眾議院軍事委員會一名共和黨議員本周形容，當前軍事情勢已「陷入僵局」。 : 在美國與伊朗本周稍早相互發動軍事攻擊後，布蘭特原油周五交投於每桶95美元,0.9001,0.0277,0.5511
[新聞] 聯發科包場六福村水陸雙樂園 近2.5萬名,Sun Sep  6 07:49:45 2026,82,9,73,"0056,2330",https://www.ptt.cc/bbs/Stock/M.1788652189.A.BF3.html,作者brbear (I'm professional)看板Stock標題[新聞] 聯發科包場六福村水陸雙樂園 近2.5萬名時間Sun Sep 6 07:49:45 2026 聯發科包場六福村水陸雙樂園 近2.5萬名員工眷屬齊聚 2026/9/5 聯發科5日舉辦家庭日開幕典禮，副董事長暨執行長蔡力行（右2）、總經理暨營運長陳冠 州（左2）、共同營運長暨財務長顧大為（左1）及資深副總經理暨人資長林秀瑜（右1） 為2026家庭日揭開序幕。（聯發科提供）中央社記者張建中傳真 115年9月5日 （中央社記者張建中新竹5日電）IC設計廠聯發科於9月5日及6日首度包場六福村主題樂園 及水樂園，盛大舉辦2026家庭日，估計將吸引近2.5萬名員工及眷屬參與，共度歡樂的家 庭時光。 聯發科今天舉行家庭日啟動儀式，聯發科副董事長暨執行長蔡力行、總經理暨營運長陳冠 州、共同營運長暨財務長顧大為及資深副總經理暨人資長林秀瑜共同出席，在高達六米的 「發哥」巨型吉祥物氣球前，與員工及眷屬一同為家庭日揭開序幕。 聯發科發布新聞稿指出，現場主管代表在儀式後發送聯發科限定版乖乖，並與員工及家人 開心互動合影。聯發科熱舞社,0.7609,0.101,0.4969
Re: [請益] 盤中盯盤 主要是在看什麼,Sun Sep  6 10:58:27 2026,38,1,37,0050,https://www.ptt.cc/bbs/Stock/M.1788663509.A.6CB.html,"作者tonyparker18 (tonyparker183)看板Stock標題Re: [請益] 盤中盯盤 主要是在看什麼時間Sun Sep 6 10:58:27 2026 明人不說暗話 老手盤中都在對黑話， 菜雞才在看數字跳動嚇自己。 開盤先看水位有沒有淹上來， 大傢伙往哪擠肉就在哪 五檔門口墊保鑣的大多想烙跑， 頭頂壓死人的反而隨時要開車， 掉進分時黃線水底掙扎的更別去撈， 純粹在抓交替； 做波段的就看生命線有沒有被踹破， 平常沒呼吸的突然心臟狂跳， 不是成仙就是出殯。 但講這麼多切口， 簡單來講，盯盤對你根本沒屁用。 整天看只是被主力假動作騙進去追高殺低， 幫券商衝業績而已。 看不懂暗號又管不住手， 不如無腦買大盤 ETF 刪 APP 去睡覺， 年底績效搞不好還電爆你。 -- ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.221.166.208 (臺灣) ※ 文章網址: https://www.ptt.cc/bbs/Stock/M.1788663509.A.6CB.html 推 wicer : 反正不管哪一邊 有異常厚度的就是有人在顧 09/06 11:12 → wi",0.8438,0.0512,0.5268
Fw: [心得] pixel手錶 (watch os) 簡易看盤方式,Sun Sep  6 15:30:38 2026,26,0,26,2330,https://www.ptt.cc/bbs/Stock/M.1788679839.A.ABC.html,作者wayne30349 (怪人)看板Stock標題Fw: [心得] pixel手錶 (watch os) 簡易看盤方式時間Sun Sep 6 15:30:38 2026 ※ [本文轉錄自 MobileComm 看板 #1gdHCD0L ] 作者: wayne30349 (怪人) 看板: MobileComm 標題: [心得] pixel (watch os) 簡易看股票 時間: Sun Sep 6 15:15:21 2026 因為換了工作，無法在無塵室用手機 不過公司可以用Pixel watch 、Apple watch ，所以馬上換上並開通了LTE 但是Pixel watch 本身沒有看股票的程式，所以突然想到 Telegram的機器人是免費的 搭配Python 跑在樹梅派上，讓他自動回複、開盤每小時通知 於是開發環境建一建，問一問AI不用1小時程式就寫完了 聊天室可以問目前的股價、每個小時會通知我庫存股的狀況 搭配Pixel watch 5的 手勢功能 ，也不用再觸碰手錶，就可以大概看狀況 以上 效果如下 https://youtube.com/shorts/swMwY5BbJg,0.9243,0.036,0.569
[標的] 2344 華邦電 多,Sun Sep  6 17:39:07 2026,109,13,96,2330,https://www.ptt.cc/bbs/Stock/M.1788687550.A.B2C.html,"作者ester770815 (南喵哥)看板Stock標題[標的] 2344 華邦電 多時間Sun Sep 6 17:39:07 2026 https://ibb.co/GQ5Q3fjx 直接付單 華邦電13張 國巨3張 邦邦套在185左右 記憶體的獲利是賺真的 邦邦在今年4~5月間也是盤整後往上衝 這次8~9月也盤整一段時間了 閃迪跟美光已經表態 可能有機會繼續衝 這波邦邦應該有機會挑戰歷史新高 華邦250左右停利 國巨650左右停利 不停損 分析文就懶得說了 反正大家都看很多了 最後一定要補上一句話 南喵哥必將大獲全勝 -- ※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.232.21.252 (臺灣) ※ 文章網址: https://www.ptt.cc/bbs/Stock/M.1788687550.A.B2C.html ※ 編輯: ester770815 (118.232.21.252 臺灣), 09/06/2026 17:40:24 推 qweaaazzz : 完惹 09/06 17:40 推 ibanes : 有單就推 09/06 17:41 噓 snakeey",0.893,0.1328,0.5889
[新聞] 漢達抗癌新藥 獲美 FDA 許可 逸達、泰合,Sat Sep  5 11:35:03 2026,9,2,7,0050,https://www.ptt.cc/bbs/Stock/M.1788579305.A.F7C.html,作者ann16 (NNNNNNNNN)看板Stock標題[新聞] 漢達抗癌新藥 獲美 FDA 許可 逸達、泰合時間Sat Sep 5 11:35:03 2026 原文標題： 漢達抗癌新藥 獲美 FDA 許可 逸達、泰合、仁新蓄勢接棒 原文連結： https://reurl.cc/GgnW8x 發布時間： 2026-09-04 23:53 記者署名：謝柏宏 原文內容：生技醫藥產業挑戰國際市場一波接一波，漢達生技（6620）昨（4）日公告， 該 公司的新劑型抗癌藥HND-039（Omcazio capsules）已通過美國FDA藥證審查，取得最終許 可 （Final Approval），最快年底前可搶攻全美逾21億美元（約新台幣665億元）市場商機 。 這是繼藥華藥後，今年下半年再度出現新藥取得美國市場門票的進展，法人估計接下來包 括 逸達生技、泰合生技、仁新醫藥等公司都有機會在今年第3季至明年上半年陸續取得歐美 藥 證。 漢達的HND-039，原廠專利藥由Exelixis公司開發，根據公開資訊，原廠藥2025年美國市 場 銷售金額為21.13億美元。據了解，原廠過去為了捍衛市場權利，曾經,0.8332,0.0097,0.5038
[新聞] 影音／年輕男性25%天天炒股　64%自認魯蛇,Sat Sep  5 13:25:39 2026,74,12,62,"0056,2330",https://www.ptt.cc/bbs/Stock/M.1788585941.A.E10.html,作者troy30408 (南宮洛)看板Stock標題[新聞] 影音／年輕男性25%天天炒股 64%自認魯蛇時間Sat Sep 5 13:25:39 2026 原文標題：影音／年輕男性25%天天炒股 64%自認魯蛇 「相對剝奪感」作祟 原文連結：https://news.tvbs.com.tw/life/4016533 發布時間：2026.09.04 22:00 記者署名：王皓宇 原文內容： 根據美國一項最新調查顯示，高達四分之一的18至29歲男性每天都在進行股票交易或下注 ，然而這群頻繁交易者當中，有64%覺得自己是個「魯蛇」。在高房價、物價飆漲的時代 ，社群媒體上充斥著「少年股神」的造富神話，讓許多年輕人產生嚴重的相對剝奪感，投 資理財不但沒帶來自信，反而加深了挫折感。 手指點兩下，幾萬塊上下，這不是賭場，而是現在台灣年輕男性的日常。投資人夏家偉表 示，自己一拿到薪水就只留生活費，全部都投入股票，每個月至少存下70%以上的錢拿去 股市，畢竟想要早一點存到更多錢，在股市裡面賺到更多錢。 25%年輕男日日炒股 64%自認「魯蛇」 這份想快點賺錢的心情，已成為跨國界的世代現象。為什麼理財不,0.9819,0.0858,0.6235
"[新聞] 台電：累虧已達3,722億元 盼各界支持預",Sat Sep  5 13:53:25 2026,294,132,162,2330,https://www.ptt.cc/bbs/Stock/M.1788587608.A.04C.html,"作者brbear (I'm professional)看板Stock標題[新聞] 台電：累虧已達3,722億元 盼各界支持預時間Sat Sep 5 13:53:25 2026 台電：累虧已達3,722億元 盼各界支持預算撥補 2026-09-04 經濟日報 記者洪安怡／台北即時報導 台電強調，政府預算撥補台電就是補貼全民用電成本。聯合報系資料照 行政院拍板2026年度追加預算案撥補台電711億元，台電4日表示，近來中東局勢帶動天然 氣價格大漲，政府攜手油電「頂住通膨」穩定國內物價，以追加預算撥補台電，就是補貼 全民用電成本，穩定物價、照顧民生，同時兼顧產業競爭力。 台電說明，中東戰事震盪國際燃料價格，中油為配合政府穩定物價實施民生用戶天然氣價 凍漲、電業用戶氣價大幅調漲。自今年4月起累計漲幅超過60%，天然氣成本漲幅由台電承 擔。截至今年8月底，台電天然氣燃料支出較美伊戰前已增加逾700億元，導致台電至7月 止已虧損214億元，累積虧損達3,722億元。 針對外界關切油、電補貼預算編列議題，台電澄清，中油、台電皆肩負穩定物價的政策任 務，經濟部就今年國際價格波動實況，分別針對油、電吸收",0.5971,0.2241,0.4479
[情報] 2317 鴻海 115年8月營收,Sat Sep  5 15:30:26 2026,96,3,93,2330,https://www.ptt.cc/bbs/Stock/M.1788593429.A.E60.html,"作者BlueBird5566 (賴粉-青鳥56)看板Stock標題[情報] 2317 鴻海 115年8月營收時間Sat Sep 5 15:30:26 2026 標題：2317 鴻海 115年8月營收 來源：公開資訊觀測站 (公司名、網站名) 網址：https://mops.twse.com.tw/mops/web/index (請善用縮網址工具) 內文： 本資料由 (上市公司)鴻海 公司提供 民國115年08月 單位：新台幣仟元 項目 營業收入淨額 本月 921,766,023 去年同期 606,512,275 增減金額 315,253,748 增減百分比 51.98 本年累計 6,511,139,274 去年累計 4,659,897,316 增減金額 1,851,241,958 增減百分比 39.73 備註 / 營收變化原因說明 主要受惠於伺服器產品出貨持續成長，帶動營收較去年同期增 加。 1月 730,039,420 2月 595,813,348 3月 803,737,716 4月 832,097,956 5月 859,409,333 6月 821,762,936 7月 946,5",0.9119,0.1286,0.5986
[請益] 台股早盤開盤拉高時的停利順序,Sat Sep  5 15:56:13 2026,34,8,26,0050,https://www.ptt.cc/bbs/Stock/M.1788594977.A.2B4.html,作者patron22 (也對)看板Stock標題[請益] 台股早盤開盤拉高時的停利順序時間Sat Sep 5 15:56:13 2026 如題 有在做期貨的大家應該有發現 台股近期幾乎每天8:45-8:50這段只要開高 到了9點現貨開盤時都會有不小的回落 1. 想請教大家持有多單做波段的經驗 會在這段20分左右的時間 即使不做空 也先拋多單 再等低接嗎 雖然有賣飛的風險 但是過去一個月看起來 不管台指期(還是個股期 幾乎沒有開高走高的 2.如果要做這種波段 優先高拋的順序會是什麼呢 我目前持有 小台多單 個股期 日月光 慘的牙科華崩旺綠 抄底小套中的國巨 目前操作是8:45先看鬼指開的位置 如果突破夜盤高點 會再9點前先出小台 接著看個股期 如果開高2-3趴出一半 平盤的先不動 我自己個股期不做空 還是應該反過來 先拋開高漲多的個股 再拋小台呢 不知道有沒有推薦更好的做法 或是該觀察什麼 或是有人願意分享自己的做法也好 畢竟都有各自的風險和優點 雖然很多人說不要這樣殺進殺出要長抱 但是每天這樣開高走低真的心很累XD 上來跟想大家請益學習一下 感謝 -- 學長學長!那邊有飆車族 學長學長,0.8482,0.036,0.5233
[公告] 歡迎收看 最佛心幽默的 水桶達人秀,Sat Sep  5 16:21:49 2026,59,8,51,2330,https://www.ptt.cc/bbs/Stock/M.1788596511.A.3BC.html,作者BlueBird5566 (賴粉-青鳥56)看板Stock標題[公告] 歡迎收看 最佛心幽默的 水桶達人秀時間Sat Sep 5 16:21:49 2026 1. 違規人 ：michael85913 違規文章：#1gXFaB_S (Stock) 違規條目：4-5-3 * 9 罰則 ：水桶 7 * 9 天 違規事證： *太多了 沒有全列 [1] 推 michael85913: 正5融資貪狗早跑光了 散戶大獲全勝 08/19 08:32 → michael85913: 正5融資貪狗早跑光了 散戶大獲全勝08/19 08:32 → michael85913: 正5融資貪狗早跑光了 散戶大獲全勝08/19 08:33 推 michael85913: 正5融資貪狗早跑光了 散戶大獲全勝08/19 08:34 → michael85913: 正5融資貪狗早跑光了 散戶大獲全勝 08/19 08:34 → michael85913: 正5融資貪狗早跑光了 散戶大獲全勝08/19 08:35 → michael85913: 正5融資貪狗早跑光了 散戶大獲全勝08/19 08:35 推 michae,0.7355,0.0705,0.4695
