Date,Close,High,Low,Open,Volume,MA5,MA20,RSI14,Return,Target_Up
2024-06-18,20.45546531677246,20.45546531677246,20.279256083051276,20.302240277344197,90573083,,,,,1
2024-06-19,20.669981002807617,20.685303800770434,20.562724339592787,20.570385738574195,163023439,,,,0.01048696192988885,1
2024-06-20,20.746591567993164,20.75425296624953,20.6929632414609,20.6929632414609,142123652,,,,0.0037063684371620997,0
2024-06-21,20.63933563232422,20.685302562197865,20.54740031131457,20.685302562197865,229159250,,,,-0.0051698099573336265,0
2024-06-24,20.371906280517578,20.607875210554905,20.35617471846622,20.607875210554905,244411891,20.57665596008301,,,-0.012957265513324323,0
2024-06-25,20.230323791503906,20.348308998298773,20.104474304483993,20.33257743736023,133187648,20.531627655029297,,,-0.006949889080781424,1
2024-06-26,20.364038467407227,20.41123314885183,20.26178632476561,20.2932479454845,85650271,20.470439147949218,,,0.006609616201964874,0
2024-06-27,20.29324722290039,20.395500862145234,20.19099508389968,20.230322483459,61575585,20.379770278930664,,,-0.0034762871136850837,1
2024-06-28,20.332576751708984,20.411233053505054,20.29324785068886,20.316845191300935,59705518,20.318418502807617,,,0.0019380599061649129,1
2024-07-01,20.560678482055664,20.66293212498802,20.340442636190616,20.340442636190616,103769099,20.356172943115233,,,0.011218535315623779,0
2024-07-02,20.4505615234375,20.615738415624946,20.38763677875977,20.560679451562464,73357541,20.400220489501955,,,-0.005355706462423782,1
2024-07-03,20.466293334960938,20.584277045144034,20.450561773538055,20.552813922298263,36267672,20.420671463012695,,,0.0007692606144533709,1
2024-07-04,20.474157333374023,20.584275253259786,20.466291553347304,20.54494785337034,59481927,20.456853485107423,,,0.0003842414590848886,1
2024-07-05,20.48202133178711,20.560676124724274,20.474155552444593,20.48202133178711,43704329,20.486742401123045,,,0.0003840938742942779,0
2024-07-08,20.474157333374023,20.537082073343623,20.340442073408106,20.474157333374023,84953437,20.46943817138672,,50.65412875389807,-0.00038394640283290205,1
2024-07-09,20.49775505065918,20.63147032287247,20.411234462928896,20.53708395439502,74282539,20.478876876831055,,43.04336571174992,0.0011525610993861068,0
2024-07-10,20.49775505065918,20.560679796392243,20.45842764716762,20.513486612153518,39711913,20.485169219970704,,39.28577294662186,0.0,0
2024-07-11,20.489891052246094,20.60787627347239,20.489891052246094,20.529219959402994,62722212,20.488315963745116,,42.963018846233986,-0.00038365169227805307,0
2024-07-12,20.285385131835938,20.434830466480776,20.253922008598526,20.419098904862068,154530931,20.448988723754884,,45.669300359348206,-0.009980820292733505,0
2024-07-15,20.277517318725586,20.37190367848943,20.246054198641545,20.34830783867054,65436211,20.409660720825194,20.45298194885254,52.7272767354245,-0.00038785623537429537,0
2024-07-16,20.214595794677734,20.34044529454662,20.214595794677734,20.285386325884527,85778048,20.353028869628908,20.440938472747803,40.59423056145784,-0.0031030191250160932,0
2024-07-17,20.135936737060547,20.269651999972346,20.12807095686054,20.25392043957233,97174439,20.28066520690918,20.41423625946045,40.196134369873754,-0.0038912011111247313,0
2024-07-18,19.97075843811035,20.010087339277316,19.781984213241454,20.010087339277316,157352214,20.176838684082032,20.375444602966308,30.50835266773666,-0.008203159411311667,0
2024-07-19,19.66400146484375,19.899968882324174,19.648269903613254,19.89210460195318,165235981,20.052561950683593,20.326677894592287,5.468609393974404,-0.015360306631180043,0
2024-07-22,19.223526000976562,19.640401823057726,19.034751789049306,19.640401823057726,224354199,19.84176368713379,20.269258880615233,4.117526232005602,-0.022400093117094788,1
2024-07-23,19.49095916748047,19.50668922876971,19.39657129852363,19.42803442159067,89699232,19.697036361694337,20.23229064941406,19.30695208735486,0.013911764495770473,0
2024-07-26,19.254989624023438,19.254989624023438,18.88530694137776,19.074081172957097,133073553,19.520846939086915,20.176838207244874,16.450295976628396,-0.012106615248095753,0
2024-07-29,19.1134090423584,19.546017979679892,19.097678981192228,19.388705366064027,81333440,19.349377059936522,20.117846298217774,14.919503478486192,-0.00735292952266231,1
2024-07-30,19.168466567993164,19.176330847248202,18.877438727503442,19.113406111499618,79226542,19.250270080566406,20.05964078903198,17.322890273404767,0.0028805706775147932,0
2024-07-31,19.16060447692871,19.192066100737378,18.97969451411266,19.105545510080304,54729268,19.237685775756837,19.989637088775634,16.269890147112037,-0.00041015753850548453,1
2024-08-01,19.380840301513672,19.490959735211586,19.294319711047706,19.428034987488918,49496386,19.215662002563477,19.936151027679443,24.642864875397848,0.01149420024040193,0
2024-08-02,18.916767120361328,19.1134071174555,18.877439721040144,19.08194549804737,165524050,19.148017501831056,19.858674716949462,20.41417358988707,-0.02394494634559774,0
2024-08-05,17.50882911682129,18.523490930066227,17.382979612856712,18.484163522668958,273121837,18.827101516723634,19.710408306121828,14.05295818609693,-0.07442804547847848,1
2024-08-06,17.957164764404297,18.208863724707438,17.38297632368224,17.697600024061167,150425598,18.584841156005858,19.584165477752684,23.034688884386796,0.025606260966490213,1
2024-08-07,18.539220809936523,18.586413994577438,17.965032312698497,18.090881805237125,68437072,18.460564422607423,19.48741865158081,32.62639972182588,0.03241358272136652,0
2024-08-08,18.303251266479492,18.476293923616044,18.200997627982893,18.334712885847903,50660484,18.245046615600586,19.377693462371827,31.595559129309848,-0.012728126272197882,1
2024-08-09,18.61787986755371,18.79878835226626,18.59428252162596,18.680804623116533,44483567,18.185269165039063,19.283699703216552,36.80986363893327,0.01718976571394326,1
2024-08-12,18.979694366455078,19.034754833119457,18.735861157918663,18.735861157918663,40149522,18.47944221496582,19.208189868927,43.399089641265675,0.019433711114009267,0
2024-08-13,18.95609474182129,19.11340582874353,18.948228962438574,19.11340582874353,34040151,18.679228210449217,19.14172534942627,47.19471062368975,-0.0012434143658024421,1
2024-08-14,19.207794189453125,19.247121587163537,19.121272114197353,19.13700367337914,41046389,18.812942886352538,19.088239192962646,47.01983059244466,0.013278022243502052,0
2024-08-15,19.14487075805664,19.286451799856046,19.113407637548256,19.247122899220567,26770451,18.98126678466797,19.034752941131593,48.79724441600085,-0.0032759321958496512,1
2024-08-16,19.428035736083984,19.514556329883735,19.38084104829025,19.498826267530205,33648842,19.143297958374024,18.999357891082763,53.33336297130949,0.014790644533767994,1
2024-08-19,19.61680793762207,19.66400112024227,19.443763767607635,19.475226889517252,32782957,19.27072067260742,18.98166036605835,54.619149130170946,0.009716484162497041,1
2024-08-20,19.648269653320312,19.80558226313281,19.640403872805265,19.758389080286754,44793594,19.409155654907227,18.980873775482177,54.99997848857607,0.0016038142290164537,0
2024-08-21,19.44376564025879,19.63253988916487,19.412304015563294,19.61680982693931,72328383,19.45634994506836,18.99188575744629,50.64725471477121,-0.010408245441957509,0
2024-08-22,19.44376564025879,19.538153514834015,19.428035578033228,19.475228765198654,35072158,19.516128921508788,18.989526081085206,55.992885726989776,0.0,0
2024-08-23,19.428035736083984,19.459497361035428,19.25499154799572,19.34937942333881,44922322,19.516128921508788,18.99817838668823,81.93717161162871,-0.0008089947423679522,1
2024-08-26,19.451631546020508,19.624675733808832,19.4201699211236,19.553885202485315,47631798,19.483093643188475,19.015089511871338,78.96343469456707,0.0012145237046634616,0
2024-08-27,19.333646774291992,19.4123030826171,19.278587808537708,19.4123030826171,52056116,19.420169067382812,19.02334852218628,68.77322381219385,-0.006065546298745006,1
2024-08-28,19.388704299926758,19.428033201290262,19.28645215687003,19.357242679080144,35286944,19.409156799316406,19.03475351333618,78.04880212604883,0.0028477568809199827,1
2024-08-29,19.506689071655273,19.5381521944689,19.247124309419945,19.270721651530163,47104484,19.421741485595703,19.041045951843262,75.56557958054174,0.006085232406631835,1
2024-08-30,19.585344314575195,19.6640006170924,19.569612754022916,19.585344314575195,48039286,19.453203201293945,19.074474811553955,70.81080443408061,0.004032219031686601,0
2024-09-02,19.530282974243164,19.74265451510109,19.51455141560687,19.663998222163638,59366798,19.468933486938475,19.175547504425047,69.31219239316195,-0.0028113542170946637,1
2024-09-03,19.553882598876953,19.67973208219643,19.530285258162984,19.64040318100648,147112800,19.512980651855468,19.25538339614868,63.75008714577138,0.0012083606092605503,0
2024-09-04,19.058347702026367,19.231391855482567,18.64147187832352,18.90890238798848,255305056,19.44690933227539,19.281339740753175,47.44182164540444,-0.02534202066238478,0
2024-09-05,18.948232650756836,19.207797419935247,18.916769527101607,19.19993163902144,130722834,19.335218048095705,19.31358880996704,34.196801352935495,-0.005777785828612214,1
2024-09-06,19.034753799438477,19.105544323918373,18.853843847854165,19.011156457863766,72332284,19.225099945068358,19.334432506561278,29.44442199140498,0.004566185684773405,0
2024-09-09,18.814516067504883,18.90890393166331,18.633607619799115,18.680800801756227,161558957,19.081946563720702,19.32617359161377,24.019599102777605,-0.011570295799680386,0
2024-09-10,18.70439910888672,18.979693934724914,18.641474362945946,18.8853075659359,118497356,18.912049865722658,19.31358880996704,25.52082215068131,-0.005852765929406534,1
2024-09-11,18.759458541870117,18.82238328938008,18.66507067048301,18.727995417992975,52043347,18.852272033691406,19.29117202758789,28.14070412992723,0.002943662218864773,1
2024-09-12,18.916767120361328,19.144870237107742,18.908902840692388,19.07407971813431,56217309,18.845978927612304,19.279766845703126,35.02288595463932,0.008385560710086892,0
2024-09-13,18.90104103088379,19.00329319074309,18.87744368618806,18.971831564726546,64048693,18.81923637390137,19.253417110443117,33.79627862488296,-0.000831330711927647,1
2024-09-16,18.948232650756836,18.96396421258445,18.89317368460449,18.956098431670643,75156827,18.845979690551758,19.219988346099854,38.164192917306096,0.002496773579610645,0
2024-09-18,18.893173217773438,19.058350112149114,18.893173217773438,19.003291147357224,128766596,18.883734512329102,19.18223352432251,34.78259341565618,-0.002905781979682387,1
2024-09-19,18.979694366455078,19.01902327121535,18.877442214567004,18.877442214567004,109733900,18.927781677246095,19.159029960632324,33.497464566646954,0.004579492692114107,1
2024-09-20,19.019023895263672,19.176335018733468,19.003292332843383,19.113410269296676,184987279,18.94823303222656,19.13779287338257,31.8181985188306,0.002072189786053835,1
2024-09-23,19.140626907348633,19.197375658200897,19.051449415273655,19.100090980820237,131288764,18.99615020751953,19.1234224319458,38.00264034465424,0.006393756732975264,1
2024-09-24,19.246015548706055,19.25412273330614,19.1163036876794,19.140625241479658,53883391,19.055706787109376,19.11314163208008,40.9754161145496,0.005506018265104995,1
2024-09-25,19.41626739501953,19.44869459391696,19.351411450936993,19.351411450936993,47080180,19.160325622558595,19.117272663116456,62.96406321028321,0.008846082758408702,1
2024-09-26,19.481122970581055,19.594620484006562,19.456801412152313,19.47301578443814,61960929,19.26061134338379,19.12189359664917,69.95588659655378,0.003340270003603152,0
2024-09-27,19.481122970581055,19.610834856292392,19.47301578443814,19.53787172729381,47205099,19.353031158447266,19.12061529159546,67.87407660864093,0.0,0
2024-09-30,19.197376251220703,19.464907189422362,19.197376251220703,19.4324784471979,137830611,19.36438102722168,19.101216888427736,64.58894482003754,-0.014565213709129887,0
2024-10-01,19.189271926879883,19.26223506147655,19.181164740114948,19.205486300409756,46544737,19.353032302856445,19.08416633605957,70.03365039836713,-0.00042215791547584036,0
2024-10-04,18.921737670898438,19.11630548068785,18.881203290383453,19.051449544091376,161395633,19.254126358032227,19.052559089660644,55.70352732338245,-0.013941865903035588,1
2024-10-07,18.929847717285156,19.051452423496738,18.905526157527746,18.962274917340636,81090099,19.143871307373047,19.046134090423585,50.513600143790065,0.0004286100213297672,0
2024-10-08,18.832561492919922,18.90552461997044,18.775812737722323,18.90552461997044,86562580,19.01415901184082,19.04035053253174,47.473046912940724,-0.005139303063510736,1
2024-10-09,18.848773956298828,18.994700195624553,18.824452400982057,18.89741552064492,44977107,18.944438552856447,19.031051540374754,46.24401614039435,0.0008608740444044916,1
2024-10-11,18.937952041625977,18.994700792861973,18.881203290389983,18.881203290389983,44223334,18.894174575805664,19.03722333908081,51.6485569070581,0.004731240638457868,1
2024-10-14,19.01902198791504,19.03523635964651,18.937953221832867,18.98659479073969,39938517,18.913631439208984,19.052954483032227,51.45370275060668,0.004280819072245423,1
2024-10-15,19.132522583007812,19.21359290189989,19.10009383693589,19.10009383693589,44510014,18.954166412353516,19.071607685089113,53.97726968917597,0.0059677408840945745,0
2024-10-16,19.124412536621094,19.189268472778643,18.954164737777848,19.043342229852286,57714615,19.01253662109375,19.0819899559021,49.38270887763534,-0.0004238879819183916,1
2024-10-17,19.246015548706055,19.278444287106396,19.156838064392474,19.156838064392474,31552193,19.091984939575195,19.099238681793214,50.0,0.006358522744272843,0
2024-10-18,19.237911224365234,19.383837476288118,19.229804038559788,19.351410279353914,42895967,19.151976776123046,19.113722610473634,42.36106799637945,-0.00042109102116805186,1
2024-10-21,19.318981170654297,19.36762273827919,19.2379108604211,19.29465961369807,36774203,19.211968612670898,19.135013008117674,43.15065513090532,0.004214072169455907,1
2024-10-22,19.32708740234375,19.35140895809949,19.24601709611209,19.318980217091838,28694482,19.250881576538085,19.15238265991211,43.53734637403511,0.000419599336934251,0
2024-10-23,19.31087303161621,19.383836152595112,19.27033865164459,19.32708740211985,36246500,19.28817367553711,19.166975116729738,56.140245878125846,-0.0008389453821983084,0
2024-10-24,19.213590621948242,19.310873756044604,19.197376250836335,19.30276657048865,47066304,19.281688690185547,19.170623302459717,51.1998780359267,-0.005037701273717388,1
2024-10-25,19.246015548706055,19.294657110019212,19.205481171992982,19.213588356593068,21708751,19.283309555053712,19.170623302459717,70.83318016170023,0.0016876037069704086,0
2024-10-28,19.213590621948242,19.343302498268415,19.18926906528038,19.310873756044604,40555204,19.2622314453125,19.16048946380615,67.67675807475041,-0.0016847604989070897,0
2024-10-29,18.897417068481445,19.189269571037748,18.889309882711817,19.18116238526812,142563909,19.17629737854004,19.13130416870117,53.17460465654741,-0.01645572447586252,0
2024-10-30,18.856884002685547,19.002810264153638,18.848776816349798,18.913632760748097,62513317,19.085499572753907,19.100092220306397,50.3877453501563,-0.0021448997843998008,0
2024-11-01,18.824453353881836,18.85688209594575,18.40289053106365,18.64609991139289,93932775,19.007672119140626,19.08144607543945,44.2622255306183,-0.0017198307418708758,0
2024-11-04,18.751489639282227,18.89741588139366,18.72716962978864,18.89741588139366,75213473,18.90876693725586,19.05955696105957,36.36349495232317,-0.003876007086525246,0
2024-11-05,18.702848434448242,18.775811556910103,18.67852842448596,18.727169990698034,64287478,18.80661849975586,19.04861249923706,26.548280105186222,-0.002593991505191462,1
2024-11-06,18.759597778320312,18.824453717413085,18.727170581917704,18.727170581917704,42367071,18.779054641723633,19.040100002288817,31.09222763507529,0.0030342620842473966,1
2024-11-07,18.889310836791992,18.954166779937246,18.767706136680594,18.767706136680594,38001939,18.78554000854492,19.04293746948242,31.66667973743442,0.00691449038537395,1
2024-11-08,18.913631439208984,19.059557690480872,18.881204242419443,19.01091612215277,44676146,18.80337562561035,19.04618034362793,33.606468857150574,0.0012875325429884121,0
2024-11-11,18.913631439208984,18.98659456484493,18.792026745244936,18.913631439208984,49191412,18.835803985595703,19.04496431350708,27.678440137634922,0.0,0
2024-11-12,18.792024612426758,18.889307738041726,18.767703057879313,18.808238982125054,54506797,18.853639221191408,19.033614444732667,23.80939932667225,-0.006429586363310924,0
2024-11-13,18.77581214904785,18.84877527381077,18.735277766974036,18.808240891736954,39240885,18.856882095336914,19.015778923034667,23.809443784684092,-0.0008627310634845564,0
2024-11-14,18.702848434448242,18.816345937705574,18.702848434448242,18.80824029857649,61935789,18.819589614868164,18.994700717926026,24.390108607913575,-0.0038860483914305854,1
2024-11-15,18.921737670898438,18.962272051413418,18.702848305027537,18.702848305027537,30601166,18.821210861206055,18.978486824035645,36.30146368032694,0.011703524049685887,0
2024-11-18,18.816347122192383,18.929846178881977,18.808241482553047,18.921738992955035,35961298,18.801753997802734,18.957408618927,34.19356601407985,-0.005569813435694404,1
2024-11-19,18.994701385498047,19.03523576727772,18.824453580190823,18.824453580190823,28194633,18.84228935241699,18.94119462966919,54.34782979318294,0.009478686917680612,1
2024-11-20,19.035236358642578,19.035236358642578,19.035236358642578,19.035236358642578,211605,18.89417419433594,18.92660207748413,57.970908247777714,0.002134014761373315,0
